capability_id,capability_name,level,rewritten_criteria
850,Incident Response & Management,4,"Incidents are automatically generated in the Incident Management tool, categorized by severity, and routed accordingly. The primary resolution methods for these incidents are through the Level 1 Service Desk, Automation, or Self-Help. The status of incidents is consistently updated and current. For cloud incidents, there is a comprehensive automated process that includes ticket creation, team assignment, and initial severity determination."
850,Incident Response & Management,5,"The use of self-healing and auto-scaling mechanisms minimizes service disruptions, compliance deviations, and cost fluctuations. If auto-correction is not feasible, automation is employed to expedite the rectification process. Incident logs are utilized in predictive analytics planning. Techniques such as machine learning, artificial intelligence, self-healing, and auto-scaling are implemented to significantly decrease service disruptions, compliance deviations, and cost variations."
851,Knowledge Management,2,"The application of knowledge management extends beyond the Service Desk, benefitting a wider range of technology support organizations. The Knowledge Management System (KMS) and Runbooks, which are designed with specific purposes in mind, are stored in separate repositories. The structure of Knowledge Management is designed not only for the Service Desk but also for a broader range of support, including cloud support teams."
851,Knowledge Management,3,"The evolution of Knowledge Management practices is primarily driven by the information needs of stakeholders. Active collaboration among knowledge communities ensures the accuracy and validation of content. Operational runbooks are regularly updated and reconciled. Most stakeholders are aware of the knowledge repository and process, signifying the adaptive nature of Knowledge Management practices."
851,Knowledge Management,4,"The adoption of Knowledge Management is extensive, characterized by active community participation and collaborative content development. The Knowledge Management Strategy includes intentionally structured, federated Knowledge Management repositories. There is a significant awareness of the knowledge repository and its processes. Where suitable, Knowledge Management Repositories are centralized."
851,Knowledge Management,5,"The functionality of Knowledge Management adoption includes the option to subscribe based on topic, keyword, or author. IT runbooks are updated in real-time whenever possible. Knowledge Management System (KMS) offers both publishing and subscribing capabilities. The Knowledge Management Strategy is greatly backed by the leadership and is acknowledged within the company for its accuracy and ability to optimize capabilities."
851,Knowledge Management,1,"The focus of Operational Knowledge Management is on the Service Desk and incident response. A knowledge management policy and plan have been established. The structure of Knowledge Management is designed to support the Service Desk, ensuring that all functional requirements for Service Desk Support are met."
852,Operating Model,2,"The company maintains a traditional organizational structure, but also utilizes a hub-and-spoke model to facilitate cross-functional team collaboration. Every year, the firm's priorities are determined through strategic planning cycles, which in turn dictate the allocation of funds. The Total Business Optimization (TBO) is in operation, as indicated in the Governance and Architecture section, and the cloud-based operating model is fully established. In the hub-and-spoke model, teams are typically organized by function, but they also include members from different departments, promoting cross-functional collaboration."
852,Operating Model,3,"Cross-functional teams, distributed across various locations, are increasingly becoming the standard business model. These teams are progressively assuming traditional infrastructure roles while maintaining a product-focused approach. The TBO is crucial in establishing standards and patterns that facilitate this distributed team structure. Some teams are organized to operate cross-functionally, and their distributed and cross-functional capabilities are utilized on a permanent or temporary basis as required."
852,Operating Model,4,"The operating model relies on distributed cross-functional teams, which increasingly assume traditional infrastructure roles while maintaining a product-focused delivery. These teams are primarily organized around a product-centric approach. The TBO is crucial in establishing standards and patterns that facilitate this distributed structure. Teams operate independently and are cross-functional, with both permanent and temporary assignments as required, fully embodying the concept of ""distributed"" cross-functional capabilities."
852,Operating Model,1,"The organization has established conventional team alignments and reporting structures as it embarks on its journey towards a cloud operating model. The traditional focus on budgeting and project delivery is maintained while the cloud strategy and governance start to gain traction. The Vision, which outlines new business outcomes, is an essential part of the cloud operating model. The organization is clear on the benefits it will gain from adopting a cloud-based delivery approach, including understanding why a hybrid/cloud model is necessary and what changes it will bring. For more information, refer to the Governance and Architecture section."
852,Operating Model,5,"Teams are structured in a federated manner, equipped with comprehensive site engineering abilities to deliver solutions tailored to customer requirements. These teams are entirely product-focused and are granted the authority to utilize shared services within the organization, which offer common functionalities at a large scale. The norm within these teams is continuous optimization, compliance, and cost management. They operate autonomously and comprise cross-functional representation. The federated structure integrates complete site engineering capabilities into this cross-functional model."
852,Operating Model,1,"The organization is initiating its transition to a cloud operating model, maintaining traditional team alignments and reporting structures. As the cloud strategy and governance start to gain traction, conventional budgeting and project-focused delivery remain in effect. The vision, which defines new business outcomes, is crucial to the cloud operating model. It answers questions such as why to opt for a hybrid/cloud model and what changes it will bring (refer to Governance and Architecture for more details). The organization understands the business advantages of adopting a cloud-based delivery approach."
852,Operating Model,2,"Traditional reporting lines are structured in a hub-and-spoke model, enabling the formation of cross-functional teams. The company operates on an annual planning cycle, with funding allocation determined by enterprise prioritization. The Total Business Optimization (TBO) is in operation, as outlined in the Governance and Architecture section, and the cloud operating model has been established. Although teams are typically organized by function, the hub-and-spoke model allows for the inclusion of members from various functions, creating virtual cross-functional teams."
852,Operating Model,3,"Cross-functional teams distributed across various locations are increasingly becoming the standard operating model. These teams are progressively assuming more traditional infrastructure roles while maintaining a product-centric focus. The TBO is crucial in establishing standards and patterns that facilitate the formation of these distributed teams. Some teams are organized cross-functionally, with distributed and cross-functional capabilities being both permanent and temporary assignments as required."
852,Operating Model,4,"The operating model is based on distributed cross-functional teams that increasingly assume traditional infrastructure roles while maintaining a product-focused delivery approach. These teams are primarily structured around a product-centric approach. The TBO significantly contributes to establishing standards and patterns that facilitate a distributed team structure. Teams operate autonomously, encompassing a mix of permanent and temporary cross-functional capabilities, as required."
852,Operating Model,5,"Teams are structured as ""federated"" units, equipped with comprehensive site engineering capabilities to cater to customer requirements. These teams are product-oriented and have the autonomy to utilize shared services for large-scale common functions. They are also responsible for continuous optimization, compliance, and cost management. The organization's structure supports cross-functional representation, embedding complete site engineering capabilities within the federated team model."
853,Problem Management,1,A documented plan exists for implementing and operating Problem Management. The most severe issues are addressed using root cause analysis and prevention methods. The problem management process is clearly defined. Issues arising within a company's cloud practice are incorporated into the company's comprehensive problem management practices.
853,Problem Management,2,"The Service Desk, along with other technical functions, recognizes issues where the exact cause remains unidentified and there's a potential for recurrence. All significant issues undergo a review upon resolution. All insights gained and enhancements made are recorded, with appropriate measures implemented. For every issue, a root cause analysis is conducted. The most critical applications must be fully rectified before the issue is considered resolved. For the rest of the application categories, the solutions to the issues are added to the respective team's backlog. All potential elements for rectification are recognized. An impact analysis is carried out and all potential elements for problem resolution are proactively recognized for rectification following the completion of the root cause analysis."
853,Problem Management,3,"The firm's cloud practice issues are seamlessly incorporated into its comprehensive problem management strategies. The use of root cause analysis is reserved for the most severe problems, and it's mandatory for all application categories to be thoroughly addressed before the problem is considered resolved. This procedure guarantees the identification of all components potentially impacted by the same issue, ensuring the application of a permanent solution once it's discovered and approved. The most severe problems are only marked as resolved when the root cause has been identified and the solution has been implemented across all related processes."
853,Problem Management,4,"The maturity level of problem identification has advanced to include proactive analysis, enabling the detection of issues before they impact services. This includes the use of trend analysis for incident monitoring. Additionally, methods beyond incident analysis are utilized for problem identification, such as change management, knowledge management, and log analytics."
853,Problem Management,5,"The management of problem lifecycles is automated using analytics, machine learning, and artificial intelligence. Incidents are automatically created and closed through self-healing and auto-scaling processes, and these are actively reviewed to confirm that a thorough root cause and impact analysis has been performed. A supervisory program is in place to ensure fully automated problem resolution. Proactive incident and problem corrections are also actively reviewed and validated."
854,Service Catalog Management,1,"A service catalog is currently under development, with initial automation processes being implemented to expedite the deployment of common services and minimize the risk of configuration inconsistencies. A dedicated Catalogue Management team has been assembled to oversee this process. All information related to the services provided is documented and can be accessed from one central location, demonstrating the establishment of a Service Catalogue concept."
854,Service Catalog Management,2,"As a professional business consultant, I need the original criterion to revise it. Without the original text, I cannot provide a rewritten version. Please provide the text you want to be revised."
854,Service Catalog Management,3,"The service catalog aims to support all infrastructure models, with custom services only permitted through an exceptional approval process. Real-time reporting is utilized to ensure compliance and prevent deviation. Storage, data flows, and other elements are encrypted automatically. The business, IT Service Continuity, Service Portfolio Management, technical support teams, suppliers, Configuration Management, Business Relationship Management, and Service Level Management all interface for the preparation and validation of catalog contents."
854,Service Catalog Management,4,"The service catalog encompasses all patterns, and custom services are only permitted through an approved exception process. Compliance is ensured and drift is prevented through real-time reporting. The service catalog directs the selection of all IaaS, PaaS, and Application patterns. Regular updates of templates incorporate new functional requirements and features. The Service Catalog, which includes information on all current, future, and retired services, is a component of the broader Service Portfolio."
854,Service Catalog Management,5,"The offerings in the service catalog are consistently updated and supervised during their entire lifecycle. Every shared service should be recorded and seamlessly incorporated, while the application landscape should be enhanced. Each shared service should follow a documented standard. New IaaS and PaaS services should be introduced to satisfy application requirements."
855,Service Configuration Management,1,"The existing Configuration Management Systems mainly function as a storage hub for configuration items and their interconnections. The organization acknowledges the necessity for a service management configuration strategy and appoints a responsible individual to formulate this plan. There might be several Configuration Management Systems designed for various purposes, and it's possible that multiple unreconciled Configuration Management Databases exist."
855,Service Configuration Management,2,"A uniform, standard Content Management System (CMS) has been established and its associated strategy is currently under execution. A singular, standard Configuration Management Database (CMDB) has been identified as the official repository. Also, any distributed configuration repositories are being harmonized before they are decommissioned."
855,Service Configuration Management,3,"The Configuration Management Database (CMDB) or Configuration Management System (CMS) serves as the definitive reference for all configuration items, including those in the cloud. To ensure completeness and necessity of Configuration Items (CIs), use cases and content undergo reconciliation. The CMDB or CMS is centralized, maintaining its role as the sole authoritative source."
855,Service Configuration Management,4,"The Configuration Management Database (CMDB) or Configuration Management System (CMS) serves as a central hub for all processes related to capacity, demand, lifecycle management, availability, recovery, and software asset management. To ensure completeness of the CMDB, service mapping is employed. The system is fully automated, including the discovery processes for Configuration Item (CI) creation, which allows for real-time updates to the CI inventory."
855,Service Configuration Management,5,"The CMDB, functioning as the central hub for automation, ensures complete accuracy and is tailored to achieve designated objectives. It operates fully automated discovery processes, including the creation and real-time archiving of Configuration Items. All Configuration Items within the CMDB are created and stored in real-time, enabling full automation."
856,Service Desk,1,"As a business consultant, I'm unable to provide a revision as there is no original criterion provided for me to rewrite. Please provide the text you'd like me to revise for clarity and readability."
856,Service Desk,2,"As a business consultant, I'm unable to rewrite the criterion as no original criterion has been provided. Please provide the original criterion for me to assist you in rewriting it for clarity and readability."
856,Service Desk,3,"As a business consultant, I'm unable to rewrite the criterion as the original criterion is not provided. Please provide the original criterion for me to assist you better."
856,Service Desk,4,"The Service Desk supervises incidents that are automatically generated in the Incident Management tool, ensuring they are categorized correctly and routed automatically. The primary resolution methods for these incidents include Level 1 Service Desk support, automation, or self-help. Automation is also utilized for self-healing of predefined incidents. Communication regarding these incidents is automated and directed to the user, the assigned team, and management."
856,Service Desk,5,"The Service Desk supervises service impacts, compliance deviations, and cost fluctuations, and oversees self-healing and auto-scaling processes. If auto-correction is unattainable, automation is implemented to expedite the correction process. The Service Desk employs advanced technologies such as predictive analytics, machine learning, and artificial intelligence, along with self-healing and auto-scaling, to significantly minimize service impacts, compliance deviations, and cost variations."
857,Supplier Management,3,The supplier management program ensures uniformity by implementing supplier tiers. A centralized strategy for supplier management is being developed and an overarching plan for supplier management has been established.
857,Supplier Management,4,"As a business consultant, I'm unable to provide a revised version of the criterion as there is no original criterion provided in your request. Please provide the original criterion for me to assist you further."
857,Supplier Management,5,"Supplier Management has evolved into Partner Management, especially for the most crucial providers. The client and partner jointly develop strategies, fostering a collaborative environment for mutual success. The client holds a position on the partner's advisory council, where the partner discloses significant architectural and innovation concepts to the client."
857,Supplier Management,1,"The supplier management process is steered by the general expectations established by individual users of the solution. The criteria for choosing suppliers are well-documented, with the management of suppliers being a shared responsibility between the consumer of the product or services and the procurement team. The selection criteria for suppliers are clearly recorded, emphasizing that supplier management is a collaborative effort between the consumer of the product or services and the procurement team."
857,Supplier Management,2,The centralized contract management system ensures license renewals and clearly communicates formal expectations to suppliers. A well-documented Supplier Management process is in place and undergoes regular reviews. This process includes the management of interfaces and relationships with other processes. The centralized Common Selection Criteria Evaluations prioritize the selection of solutions that are compatible with both hybrid and multi-cloud environments.
858,Automation,5,"The committee for automation standards actively assesses and modifies standards to match top industry practices. These standards are applied by both application and infrastructure teams throughout the company. Any deviations from these standards are monitored and sanctioned by the standards committee. Teams consistently review their portfolio to determine potential improvements in automation efficiencies. The organization is a pioneer in creating and enhancing automation standards within the broader community, ensuring alignment with industry norms."
858,Automation,1,"While some teams have integrated automation into their operations, there is a lack of standardization and uniformity in the use of tools across the organization. Initial automation objectives have been established but they vary among teams, resulting in limited collaboration. Despite these efforts, manual processes still dominate."
858,Automation,2,"Most teams utilize a degree of automation and adhere to established usage and tooling guidelines. While the company recognizes the benefits of automation, it has not yet prioritized it at an organizational level. An automation roadmap has been developed to address core IT needs, and the development of application automation standards is underway."
858,Automation,3,"Automation adoption is guided by established processes and procedures in accordance with the Automation Framework. Standards have been developed to dictate the approach to automation and set limits for tooling. These standards and guidelines are in place for all infrastructure requirements, ensuring all infrastructure is deployed in compliance with these standards."
858,Automation,4,"The organization's application and infrastructure teams have adopted automation standards. Any deviations from these standards are monitored and authorized by a dedicated committee. These teams regularly review their portfolio to identify opportunities for improving automation efficiency. The automation standards are uniformly applied throughout the enterprise, catering to all infrastructure and application development requirements, as well as automated testing needs. All infrastructure and applications are deployed in accordance with these standards."
859,Modern Coding Practices,1,"A few teams proficient in object-oriented (OO) software development techniques are implementing these practices. In some instances, application, web, and database tiers are not separated in coding practices, making code refactoring challenging. Manual testing methods are in use. Agile methodologies have been sporadically introduced and implemented."
859,Modern Coding Practices,2,Initiatives are underway to standardize object-oriented software development. Agile methodologies are being introduced in the Software Development Life Cycle (SDLC). A 'test first' approach has been adopted. Unit testing is conducted for mission-critical applications. Documentation of energy consumption by each application is in progress. Please ensure these are being followed.
859,Modern Coding Practices,3,"The organization has adopted an automated unit testing and test-first strategy across all departments. Object-oriented (OO) software development is the standard approach for all new software projects. Coding standards have been established and made accessible to all. Agile methodologies are routinely used in software development. Release cycles are controlled and occur in regular intervals. Code is regularly scanned for vulnerabilities, and code reviews are conducted frequently. Automated unit testing is ensured."
859,Modern Coding Practices,4,"Ensure the implementation of Continuous Integration/Continuous Deployment (CI/CD) for regular release cycles. Utilize automated code scanning to enhance security measures. Track metrics and measures to improve code quality. Provide support for a diverse range of programming languages. Adopt a modular, service-oriented design approach that aligns with modern practices."
860,App Rationalization,1,"The organization lacks a systematic approach and comprehensive understanding of their technology stack, architecture, total cost of ownership (TCO), or application usage. There is no current and comprehensive inventory of the application portfolio. The organization's knowledge of its application portfolio is outdated and incomplete."
860,App Rationalization,2,"The organization has initiated, planned, or recently concluded a portfolio rationalization process, which isn't carried out regularly. While the application portfolio data has been gathered, it may be inaccurate or incomplete. The organization has conducted a Total Cost of Ownership (TCO) analysis."
860,App Rationalization,3,"The review of rationalization is incorporated into the Software Development Life Cycle, albeit not regularly. Tools are utilized to monitor the cost and usage data of the application portfolio. The enterprise employs tracking instruments for application Total Cost of Ownership (TCO), customer usage, resources, and other relevant metrics. The organization also uses these instruments to monitor application TCOs."
860,App Rationalization,4,"Regular reviews for rationalization are conducted based on thorough and precise real-time data. While enterprise standards are in place, they are adaptable, expandable, and foster innovation. These rationalization reviews are performed at least annually, if not more frequently."
860,App Rationalization,5,"The organization consistently monitors and reviews metadata from real-time applications. As part of the Agile Software Development Life Cycle, rationalization is an ongoing process. This rationalization is incorporated as a continuous element in the organization's Agile process."
861,CI/CD,1,"Criterion: Infrequent releases due to limited CI/CD. The toolchain is basic and processes are rudimentary. Multiple source control systems and repositories are used, distributed among various teams."
861,CI/CD,2,"The organization consistently uses source control and artifact repositories. A branching and merging strategy has been implemented and is widely used across the organization. Although build and deploy processes are scripted, they are not yet automated. There are established plans for rollback/DR. Logging systems are operational, however, they are not centralized. An enterprise source control, binary repository, and orchestration engine have been selected, deployed, and are currently in use."
861,CI/CD,3,"The organization maintains a common collection of CI/CD tools that are utilized by all pertinent teams. The majority of these teams employ automated builds and incorporate some level of scripting for testing and deployment. The use of CI/CD tools and methods is standardized across all teams. All necessary components for a service or application package, including infrastructure and application, are housed in one unified code repository."
861,CI/CD,4,"The organization maintains a shared, comprehensive collection of CI/CD toolchains accessible to all pertinent teams. The processes of building, testing, deploying, and monitoring are predominantly automated across these teams. Automated releases occur regularly, either weekly or bi-weekly. The pipeline is entirely automated, ensuring deployments are streamlined to meet or surpass availability demands. The entire integration and delivery pipeline is automated, with quality checks performed on the code."
861,CI/CD,5,"An organization at maturity level 1 exhibits advanced agility, efficiency, and sophistication. It utilizes a highly automated Continuous Integration/Continuous Deployment (CI/CD) process, equipped with cutting-edge automation tools, health checks, and integration with ticketing and automated provisioning systems such as ServiceNow. The organization also employs a one-touch build/deploy system and uses Source Control Deployment. Furthermore, a secure CI/CD toolset is deployed across the enterprise."
862,CSP Engagement & Exit Strategies,1,"The enterprise might have a presence in the cloud, but the selection of the Cloud Service Provider (CSP) was random. There has been no consideration regarding an exit strategy. The organization implements the CSP in an unstructured and spontaneous manner."
862,CSP Engagement & Exit Strategies,2,The business has selected a Cloud Service Provider (CSP) without utilizing a data-driven approach. There is no established cloud strategy and no exit plan or criteria in place. The organization has implemented CSP services without considering data implications.
862,CSP Engagement & Exit Strategies,3,The enterprise is actively participating in a Cloud Service Provider (CSP) assessment process and has prepared a strategic exit plan. The organization has either finished or is currently conducting a thorough evaluation of the CSP.
862,CSP Engagement & Exit Strategies,4,"The company possesses a comprehensive recovery plan for cross-CSP scenarios. This plan, which is designed to facilitate the rehosting of workloads in case of a CSP exit criteria incident, is regularly tested. The organization is prepared to rehost workloads if the CSP exit criteria are met."
862,CSP Engagement & Exit Strategies,5,"The company has implemented a cross-cloud service provider (CSP) system with a failover feature. There is a fully automated failover strategy in place that undergoes regular testing, possibly through an active/active setup. The organization also has a fully automated failover protocol to switch to an alternate CSP when necessary."
863,Knowledge & Training,1,The organization supports employee participation in training programs or events related to specific applications. It also provides fundamental resources for education about these applications.
863,Knowledge & Training,2,Employees can follow a formal procedure to request sponsorship for training or event participation. This includes application-related training. There are also well-documented policies and procedures in place for achieving educational goals.
863,Knowledge & Training,3,"The organization maintains a robust training program, generously funded and supplemented by enduring collaborations with third-party vendors. Employees are urged to participate in events related to their specific applications. The progress of these training activities is monitored by individual business units. The organization also allocates funds specifically for application-related training and education, and officially partners with third-party vendors for training purposes."
863,Knowledge & Training,4,"Management formally encourages training goals through incentives, and there are substantial training resources available. A centralized system is in place to monitor and record training achievements and attendance across the entire organization."
863,Knowledge & Training,5,"An established application training team is in place, offering access to application specialists, conferences, complimentary training sessions, and regular updates on innovative techniques, including innovation simulations. The organization has officially documented requirements for employees to undergo application-related training."
864,Innovation,1,Innovation in application-related processes and technologies occurs spontaneously and irregularly. The organization has recognized policies that influence application-related innovation.
864,Innovation,2,"The organization has established systems for collecting employee feedback and is starting to utilize this data to formulate business and technical requirements for application development. These systems, known as feedback loops, are currently operational."
864,Innovation,3,"The organization has allocated a specific budget for application-related innovation and established a process to oversee its progress. The organization actively tracks the advancement of such innovation, ensuring the appropriate use of funds."
864,Innovation,4,"The organization has established strong procedures to empower employees to participate in the innovation of present and future application-related processes and technologies. Furthermore, employees are encouraged to propose new policies for implementation, reflecting the organization's commitment to continuous improvement and employee engagement."
864,Innovation,5,"The organization has established a perpetual evaluation system to consistently enhance innovation capabilities, thereby increasing the value of application-related processes and technologies. This ongoing review system of innovation offers valuable insights to executives and facilitates the updating of existing innovation policies."
864,Innovation,1,"Innovation occurs irregularly throughout the company, typically driven by a select few advocates. These advocates are responsible for securing their own funding, and there is a lack of systematic tracking for the results of innovation initiatives. Furthermore, communication about innovation is minimal. Some of these advocates spearhead the innovation initiatives."
864,Innovation,2,"The organization aims to standardize procedures and practices related to innovation. This involves equipping employees with necessary tools, training, and communication. While the organization encourages experimentation, it also monitors innovation-related results irregularly. The organization's standardization of innovation includes defining vision, goals, objectives, KPIs, metrics, and so on. It also includes the allocation of funds for innovation."
864,Innovation,3,"The organization maintains a comprehensive tracking system for innovation initiatives, encompassing metrics, KPIs, and employee satisfaction. Consistent funding is allocated annually, supporting regular communication, utilization of innovation tools, extensive experimentation, and dedicated employee time. A robust dashboard is used to monitor innovation funding and progress."
864,Innovation,4,"Sustainability and Repetition: The company consistently oversees the vitality of its innovation processes and culture. By sharing knowledge and documents, it guarantees that every innovation process can be sustained and replicated throughout the business for long-term planning. The organization also maintains a steady watch on the health of its innovation processes and culture in terms of funding."
864,Innovation,5,"The organization consistently supports innovation through dedicated funding, experimentation, tracking, and strategic planning. All innovation initiatives are tracked in real time to swiftly eliminate obstacles, assign suitable personnel, and enhance innovation methods and tools. The primary emphasis is on agility, sustainability, and growth. The organization also maintains substantial budgets specifically for fostering innovation."
865,Software Development Management,1,"The organization predominantly uses the traditional waterfall method, although there are certain areas where the agile method is implemented. Management objectives are documented."
865,Software Development Management,2,"The Agile/SAFe framework is being broadened to encompass multiple teams, incorporating PI planning and Shared Services. It's also making use of innovation concepts during IP iterations. Teams using the traditional waterfall approach are also engaging in code review and refactoring, similar to Agile teams. The management function includes mitigating technical debt."
865,Software Development Management,3,"As a business consultant, I'm unable to rewrite the criterion as no original criterion has been provided. Please provide the text you'd like me to revise."
865,Software Development Management,4,"At this stage, the organization employs agile methodologies and/or the Scaled Agile Framework for managing and delivering software development. Security is enhanced through automated code scanning. The organization tracks metrics and measures to enhance code quality. It supports a broad range of programming languages and adopts a modular, service-oriented design approach to uphold contemporary practices. A centralized Program Management Office (PMO) is in place, responsible for upholding project management standards, practices, and governance within the organization."
865,Software Development Management,5,"At this maturity level, the organization has fully adopted the Scaled Agile Framework. This includes defining Enterprise Value Streams, establishing Portfolio Backlogs with Lean Budgets, and setting strategic themes at the enterprise level. The organization has also identified the enterprise value streams and understood their impacts."
866,Cloud Adoption,1,"The organization has successfully deployed a few applications to cloud environments, and there is potential for several more apps to be operated in the cloud."
866,Cloud Adoption,2,"The company has successfully undergone a rationalization process to determine the suitability of its application portfolio for cloud migration. Suitable applications have either been migrated to the cloud or are in the process of being migrated. Furthermore, the organization has either completed the application assessment process or is nearing its completion."
866,Cloud Adoption,3,"The company has established a secure and mature cloud practice, utilizing cloud native services as needed. It has also successfully implemented a well-structured cloud landing zone."
866,Cloud Adoption,4,"The company is proactive in adopting innovative cloud technologies, maintaining a versatile and expandable collection of cloud patterns. It also ensures an adaptable, flexible landing zone architecture that caters to the needs of each business unit, while adhering to the minimum viable cloud security and structural standards."
866,Cloud Adoption,5,"The Enterprise collaborates with CSPs to innovate and trial new services, establishing itself as a thought leader in the realm of cloud-based applications and services."
867,Low Code Application Platforms,4,"The organization operates numerous production-ready systems on the Low-Code Application Platform. It has defined roles and has instituted guilds and centers of excellence. Standardized metrics are consistently reported. The organization also utilizes AI and Intelligent Process Automation. Business Technologists and IT Staff work together on training, user groups, and guilds."
867,Low Code Application Platforms,5,"The organization has implemented ongoing enhancement procedures for Low Code Application Platforms, aiming to automate all feasible manual processes. It is utilizing Cognitive Process Automation and continually focusing on improving LCAP solutions."
867,Low Code Application Platforms,1,"The organization has identified its requirements for Low-Code, No-Code, and Robotic Process Automation, also referred to as Low Code Application Platforms (LCAPs). The overarching objectives of LCAPs can be utilized within Software-as-a-Service (SaaS) by Lines of Business (LOBs)."
867,Low Code Application Platforms,2,"The organization has adopted Low Code Application Platforms (LCAP) as a standard. For each LCAP, the organization has also formulated a corresponding business case."
867,Low Code Application Platforms,3,"The organization has successfully integrated Low Code Application Platforms and ensured comprehensive training for all business units. These units are not only actively utilizing but also developing further on these platforms, adhering to the documented standards."
868,Release Management,3,"All pertinent teams utilize release management software that facilitates automated releases for all projects and maintains uniformity in the release management system across all delivery teams. Most releases are automated. The process of managing releases is automated. For non-exceptional releases, more than 50% of the review and approval processes are automated."
868,Release Management,4,"Every project utilizes release management programs that facilitate automated releases, with all pertinent teams employing the same system. There are dedicated resources available to support this system. Its adoption is widespread and institutionalized across all teams. The automation of release management is a key feature, with over 75% of release management deployments being automated throughout the IT organization."
868,Release Management,5,"Every team utilizes release management software that facilitates automated releases for all projects, ensuring uniformity across all delivery teams. This system is backed by dedicated resources. It is widely adopted and institutionalized across all teams. Leadership consistently reviews the state of continuous improvement. The release management process is fully automated, requiring no manual intervention. More than 75% of release management deployments within the IT organization are automated."
868,Release Management,1,Only a small number of teams utilize release management programs that facilitate either automated or manual releases on a project-by-project basis. The same release management system is used by a limited number of teams. The majority of release management deployments are manually executed. Ad hoc releases are also manually carried out. Less than 25% of release management review and approval processes are automated.
868,Release Management,2,"The majority of teams utilize release management software that facilitates automated releases for individual projects as needed. It's common for these teams to use the same release management system. While a significant number of release deployments are automated, many still require manual intervention. Only a small number of teams have fully automated their release management. Less than half of the release management review and approval processes are automated."
868,Release Management,2,"The Release Management process coordinates and plans the activities of IT, business, and suppliers for testing and releasing hardware, software, systems, and services into the production environment. Most teams utilize release management programs that allow for automated releases on a project-by-project basis. The majority of teams employ the same release management system. While many release deployments are automated, a significant number remain manual. Only a few teams use automated release management. Less than 50% of the release management review and approval processes are automated."
868,Release Management,3,"Every project utilizes release management programs, which are consistent across all relevant teams and support automated releases. The majority of these releases are automated. The review and approval processes for release management are more than 50% automated, excluding exceptional releases."
868,Release Management,4,"As a business consultant, I'd be happy to help you rewrite the criterion. However, you haven't provided the original criterion that needs to be revised. Could you please provide the original criterion?"
868,Release Management,5,"Every team utilizes release management software that enables automated releases for all projects, with a uniform system implemented across all delivery teams. There are dedicated resources available for support. The adoption of this system is widespread and formally recognized among all teams. Leadership consistently reviews the state of continuous improvement. The release management process is fully automated, requiring no manual intervention. Prior to storage, master copies of software are inspected for viruses or unauthorized modifications."
869,ITSM/Tooling,1,"The IT department delivers essential services, however, there are no established standards or processes. Support is primarily reactive, dealing with issues individually instead of following best practices. The quality of deliverables varies, and the service quality depends on the skills and expertise of the individual responding to a request."
869,ITSM/Tooling,2,"The procedures are consistent and can be replicated. Customer service is prioritized. Users receive unstructured training to navigate the support process. While inefficiencies and human errors have been minimized, there's still potential for enhancement. Less than 50% of the processes are automated as part of the informal training."
869,ITSM/Tooling,3,The procedures are well-documented and there is an existing knowledge base that aids in developing IT Service Management (ITSM) skills. Regular training sessions are provided to enhance the efficiency of process implementation. A proactive strategy is employed for suitable ITSM tasks. The risk is reduced as over 75% of the processes are documented.
869,ITSM/Tooling,4,"Quantitative methods are utilized to manage processes, with monitoring systems implemented for ongoing enhancement. Automation is maximized to reduce service failures to a minimum. Key Performance Indicators (KPIs) are established for all services."
869,ITSM/Tooling,5,Robust governance controls are in place to optimize processes. Every ITSM process is aligned and integrated with the business objectives. All ITSM activities are consistently aligned with these objectives.
870,Data Retention,1,"Data is stored irregularly and inconsistently. Although a retention policy exists, it is not broadly implemented by application teams."
