ID,Domain,Sub-Domain,Tags,Use Case,Key Capability,Capability,Level,Capability at Level,Features,Scoring Criteria at Level,Questions,Answers,Score,Scoring Justification,Notes,Backlog Story Title,Backlog Story Description,Implementation Activity,Primary Resources,,
Inno.5.2.2,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Cloud Optimized Development,2,"Managed: Development is planned, measured and controlled with specific separation of environment layers. There is greater degree of independence between application capabilities. Services are measured and communicated in a formal manner. ","- Application architectural standards are documented
- Reference architecture are starting to be developed
- Updated Permit-to- Design, Build, and Operate Standards/Policies
- Design patterns are capabilities are growing 
- Service architecture is defined but manual
- Reference Architecture
- Containerization is somewhat in use","- Development processes are planned, measured, and controlled
- There is some degree of independence between application capabilities
- Separation of environment layers exist for development processes
- Services have measuring and communication processes and are done so in formal manner",Please describe the application life-cycle oversight process., , , , ,Planned Cloud Development ,"As a development team responsible for solution development programs and the corresponding SDLC , you need structure, standardization, and independence to reach true flexibility and scale. In this case; 
- Applications portfolios are planned 
- Separation of the environment is portrayed in segregation of layers
- Service levels are measured and communicated formally
","- Development processes are planned, measured, and controlled
- There is some degree of independence between application capabilities
- Separation of environment layers exist for development processes
- Services have measuring and communication processes and are done so in formal manner
Applications should be planned and managed through the following steps: 
- Application architectural standards  should be documented
- Cloud reference architecture should be developed
- Design patterns capabilities should be growing 
- Define the service architecture 
- Containerization and loosely couple applications should expand",,,
Inno.5.2.3,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Cloud Optimized Development,3,Defined: Organization standards that provides for loosely coupled applications. Standards are adhered to with defined exceptions. Components are loosely coupled allowing for resiliency and scaling based on component needs. ,"- Application architectural standards are reviewed and current
- Reference architecture is developed and deployed
- Updated Permit-to- Design, Build, and Operate Standards/Policies
- Design patterns are part of new development design enterprise wide
- Extensive service architecture is in place 
- Reference Architecture
- Containerization is mature","- Organization has standards for loosely coupled applications
- Organization follows standards and has exceptions outlined
- Components are loosely coupled (resiliency and scaling)",How are you defining the standards to move to a loosely coupled application architecture?, , , , ,Cloud Development Standards ,"As a development team responsible for solution development programs and the corresponding SDLC , you need structure, standardization, and independence to reach true flexibility and scale. In this case; 
- Loosely coupled application standards are in place
- Exceptions to standards are documented and periodically reviewed
- Components are loosely coupled and documented 
- Service catalog exists to promote reuse 
","- Organization has standards for loosely coupled applications
- Organization follows standards and has exceptions outlined
- Components are loosely coupled (resiliency and scaling)
Loosely couple applications should start to scale through the following steps: 
- Application architectural standards should be reviewed and current
- Reference architecture should be deployed
- Design patterns should be part of new development design enterprise wide
- Extensive service architecture should be in place
- Containerization should be matured",,,
Inno.5.2.4,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Cloud Optimized Development,4,Quantitative: Managed and controlled development with microservices and containerization. Re-use of components is evident throughout the environment. ,"- Application architectural standards compliance is automated
- Reference architecture is comprehensive 
- Updated Permit-to- Design, Build, and Operate Standards/Policies
- Design patterns are reviewed periodically
- Service mesh is integrated into CI/CD Pipeline
- Reference Architecture
- Containerization is abstracted through orchestration","- Development processes are controlled and managed with microservices and containerization
- Organization leverages re-use of components",Please share the re-use capabilities and percentage for your micro-services. , , , , ,Controlled Cloud Development with Reuse,"As a development team responsible for solution development programs and the corresponding SDLC , you need structure, standardization, and independence to reach true flexibility and scale. In this case; 
- Microservices and containers are actively utilized 
- Significant reuse is evident 
- Service portfolio management is in place 
- Metrics are utilized to validated the consistency of approach","- Development processes are controlled and managed with microservices and containerization
- Organization leverages re-use of components
Managed and controlled microservices applications through the following steps: 
- Application architectural standards compliance should be automated
- Reference architecture should be comprehensive  
- Design patterns should be reviewed periodically
- Service mesh should be integrated into CI/CD Pipeline
- Containerization should be abstracted through orchestration",,,
Inno.5.2.5,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Cloud Optimized Development,5, Optimizing: Loosely coupled and orchestrated which is highly optimized with continuous improvement ,"- Application architectural standards are flexible configurations
- Reference architecture is flexible
- Updated Permit-to- Design, Build, and Operate Standards/Policies
- Design pattern thought leadership 
- Innovation in the service mesh space
- Reference Architecture
- Containerization is advanced","- Development is loosely coupled
- Development is orchestrated
- Organization is focused on highly optimized with continuous improvement",, , , , ,Optimized Cloud Development ,"As a development team responsible for solution development programs and the corresponding SDLC , you need structure, standardization, and independence to reach true flexibility and scale. In this case; 
- Metrics, service levels, automation and root cause analysis are leveraged in conjunction to optimize the delivery process and resulting solution.","- Development is loosely coupled
- Development is orchestrated
- Organization is focused on highly optimized with continuous improvement
Optimized cloud applications through the following steps: 
- Application architectural standards should be flexible configurations
- Reference architecture should be flexible 
- Design pattern thought leadership and contribution should be pursued 
- Innovation in the service mesh space should be a priority
- Containerization and micro services should be advanced",,,
Inno.5.3.1,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Design Thinking and Lean Hypothesis Development - Creative Agility,1,"Customer facing applications (voice and web) are designed with Design Thinking /Customer-Centric. These include all interactions including security protocols for forgotten passwords, or security protocols for account authentication as examples. Each customer touch point provides an opportunity to put the customer needs first balancing ease of use with security and privacy.",- Design Thinking Process & Tooling ,"- Design thinking is leveraged for customer facing applications
- Organization uses 'customer-centric' approach",Describe your customer centric approach to design and lean hypothesis testing? , , , ,"Web, voice, security, privacy  ... those activities with regular customer interaction. ",Optimized Customer Facing Web and Voice Touch Points ,"As an entrepreneurial program, the company has designed optimized experiences and developed metrics for all touch points with the client regardless of channel or purpose. ","- Design thinking is leveraged for customer facing applications
- Organization uses 'customer-centric' approach",,,
Inno.5.3.2,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Design Thinking and Lean Hypothesis Development - Creative Agility,2,Customer facing applications with evidence of Persona Focus Design and Customer Journey Maps,- Persona Definition Process & Tooling ,"- Persona focused design apparent
- Customer journey maps leveraged by teams
- Comprehensive customer data collection on customer-facing applications",Do you leverage journey maps for you customer's engagement and touchpoints?, , , ,,Customer Touch Points Personas and Journey Maps,"As a solution design team, customer facing systems include holistic customer design thinking with Persona development and customer journey maps created. ","- Persona focused design apparent
- Customer journey maps leveraged by teams
- Comprehensive customer data collection on customer-facing applications
- Customer personas are developed 
- Design Thinking is scaled to all customer touchpoints ",,,
Inno.5.3.3,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Design Thinking and Lean Hypothesis Development - Creative Agility,3,Customer facing applications based on customer empathy with Hypothesis measurements in place, - Hypothesis testing is in place and metrics are tracked to validate outcomes,"- Customer empathy tracking in managed with widespread awareness
- Hypothesis measurements are in place and used routinely
- Review cycle for customer data tracking (empathy, data collection, etc.) is monthly",How do you evaluate the hypothesis testing to validate customer impact or appeal?, , , ,,Customer Experience Hypothesis Metrics in Place ,"As a solution design team, customer facing systems include hypothesis measurements to validate empathic designs and the user experience. ","- Customer empathy tracking is managed with widespread awareness
- Hypothesis measurements are in place and used routinely
- Review cycle for customer data tracking (empathy, data collection, etc.) is monthly",,,
Inno.5.3.4,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Design Thinking and Lean Hypothesis Development - Creative Agility,4,"Product development within the firm leverages Design Thinking, Customer Journey Maps, and Empathy. Additionally, evidence of hypothesis that did not meet the initial expectations and are considered to have a ""failed fast""","- Fail fast examples are celebrated 
- Customer Journey Maps are created ","- Product team has developed product development standards that include:
-- Design thinking
-- Customer journey maps
-- Empathy-related data
- 'Failed-fast' mentality is apparent with  evidence of hypothesis failure","Have you successfully pivoted a solution that the hypothesis testing did not match the expected outcome? If so, please describe.", , , ,"When outcomes failed to meet expectations, learning is leveraged to remove solution quickly (fail fast) ","Evidence of ""Fail Fast""","As a product development team, Design Thinking is leveraged to create new products or evolve current products including Customer Journey Maps and hypothesis testing. There is evidence of hypothesis testing adjusting being leveraged to adapt the solution. ","- Product team has developed product development standards that include:
-- Design thinking
-- Customer journey maps
-- Empathy-related data
- 'Failed-fast' mentality is apparent with  evidence of hypothesis failure",,,
Inno.5.3.5,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Design Thinking and Lean Hypothesis Development - Creative Agility,5,Entire enterprise is focused on customer centric approach with evidence of hypothesis testing with clients and pivoting based on hypothesis validation ,- Pivot between hypothesis testing is evident,"- Organization is 'customer-centric'
- Standard processes for hypothesis testing are in place
- Evidence that hypothesis validation drives pivoting quickly to change
- Partnered with clients to drive hypothesis validation",, , , ,"Design Thinking is not limited to web design, but the entire organization is focused on customer empathetic design. For example accounts payable, invoicing, product support, and product development. Validation that due to quality metrics of customer expectations, new solutions are implemented based on learnings of ""failed"" hypothesis.",Evidence of Hypothesis Pivot,"As a product development team, hypothesis testing metrics have been utilized to identify a new path and pivot from existing solutions. ","- Organization is 'customer-centric'
- Standard processes for hypothesis testing are in place
- Evidence that hypothesis validation drives pivoting quickly to change
- Partnered with clients to drive hypothesis validation",,,
Inno.5.4.1,Innovation,Innovation Enablement Value Chain,,"#TM
",No,DevOps (Organizational Values / Vison in DevOps),1,"Silo based, manual processes, manual builds and deploys"," - Heroism 
- Fire drills are a norm","- Some development and operations groups engage in continuous improvement practices, but it's not driven by any organization wide process or leadership.
- Several managers have adjusted goals to incentivize greater collaboration across development and operational boundaries, but this practice isn't necessarily aligned to a shared strategy or purpose.
- The organization supports heroics. Some teams value defined processes and incremental improvements but they lack the resources to properly implement them and it is not a priority nor promoted organization wide.",Do you have teams participating in continuous improvement efforts? , , , ,Limited to no automated pipeline and testing. Teams continue to work within independent silos with informal communication ,Manual Builds and Deploys,"As a delivery pipeline, application deployment processes vary by area. Some steps and deployment may be manual. ","- Some development and operations groups engage in continuous improvement practices, but it's not driven by any organization wide process or leadership.
- Several managers have adjusted goals to incentivize greater collaboration across development and operational boundaries, but this practice isn't necessarily aligned to a shared strategy or purpose.
- The organization supports heroics. 
- Some teams value defined processes and incremental improvements but they lack the resources to properly implement them and it is not a priority nor promoted organization wide",,,
Inno.5.4.2,Innovation,Innovation Enablement Value Chain,,"#TM
",No,DevOps (Organizational Values / Vison in DevOps),2,"Managed communications, processes within silos, automated builds"," - Reduced fire-drills / ado solutioning
- Low frequency of continuous improvement practices.","- The organization values continuous improvement, however it is not a priority.  The level of engagement and resource investment in the activity is low as well.
- Several managers have adjusted goals to incentivize greater collaboration, continuous improvement and delivery in common standards, automation, and cloud usage. This practice is not an official part of the leadership strategy and is not companywide.",Please describe your DevOps communication strategy., , , ,"Managed change control exists with testing expectations documented and defined processes for workflow.  Workflow is impacted by  reactive ""approval gates"".",DevOps processes within Silos,"As a delivery pipeline, application deployment processes vary by area but the processes and deployments are automated. ","- The organization values continuous improvement, however it is not a priority.  
- The level of engagement and resource investment in the activity is low as well.
- Several managers have adjusted goals to incentivize greater collaboration, continuous improvement and delivery in common standards, automation, and cloud usage. This practice is not an official part of the leadership strategy and is not companywide.",,,
Inno.5.4.3,Innovation,Innovation Enablement Value Chain,,"#TM
",No,DevOps (Organizational Values / Vison in DevOps),3,"Collaboration exists, process are automated across SDLC, automated build and test cycle, push button deployment"," - Regular cadence established for improvement practices.
- Documented DevOps processes.
- Reduced occurrence of fire drill incidents.","- The organization values continuous improvement, and it is a priority.  The level of engagement and resource investment in the activity is evident.
- Company strategy dictates that all relevant employees have goals and incentivized to collaborate and improve common standards, automation, and shared DevOps practices. This strategy has just been defined and is currently being proven and potentially rolled out company wide.",Describe how you encourage collaboration across your DevOps enablement program. , , , ,"""Approval gates"" are automated through automated testing.",DevOps Collaboration,"As a delivery pipeline, application, operations and security collaborate to improve and automate the build, test and deployment processes. ","- The organization values continuous improvement, and it is a priority.  
- The level of engagement and resource investment in the activity is evident.
- Company strategy dictates that all relevant employees have goals and incentivized to collaborate and improve common standards, automation, and shared DevOps practices. This strategy has just been defined and is currently being proven and potentially rolled out company wide.",,,
Inno.5.4.4,Innovation,Innovation Enablement Value Chain,,"#TM
",No,DevOps (Organizational Values / Vison in DevOps),4,"Shared metrics and optimization focus, proactive monitoring, transparent metrics, auto roll-backs"," - Regular cadence established for improvement practices.
- Incentives for organizational impact.
- Fire drills rarely occur.","- Continuous improvement is a strategic priority within all delivery organizations.  Process and best practices are documented and promoted. Dedicated resources exist to support it.   Adoption is high and formalized across all teams.
- Company strategy dictates that all relevant employees have goals and are incentivized to collaborate and improve common standards, automation, and shared DevOps practices. This strategy has been proven and is being rolled out company wide. Goals are tracked across the organization as a key metric for product cycle time delivery.",, , , ,Shared metrics are utilized to improve bottle necks in and teams collaborate on improvements including deprecation of deployments. ,DevOps Shared Metrics,"As a delivery pipeline, shared metrics and optimization focus, proactive monitoring, transparent metrics, auto roll-backs","- Continuous improvement is a strategic priority within all delivery organizations. 
-  Process and best practices are documented and promoted. Dedicated resources exist to support it.  
- Adoption is high and formalized across all teams.
- Company strategy dictates that all relevant employees have goals and are incentivized to collaborate and improve common standards, automation, and shared DevOps practices. 
- This strategy has been proven and is being rolled out company wide. Goals are tracked across the organization as a key metric for product cycle time delivery.",,,
Inno.5.4.5,Innovation,Innovation Enablement Value Chain,,"#TM
",No,DevOps (Organizational Values / Vison in DevOps),5," Culture of continuous improvement, self-service automation, zero downtime deployments, immutable infrastructure."," - Strategic importance to DevOps practices/culture.
- Cultivation and practice for high impact improvement ideas. 
- High frequency of communication of improvement strategies and backlog.","- Continuous improvement is a strategic priority within all delivery organizations.  Process and best practices are documentation and promoted. Dedicated resources exist to support it.   Adoption is high and formalized across all teams.  Leadership re-examines the overall state of continuous improvement on an on-going basis.
- Company strategy dictates that all relevant employees have goals and are incentivized to collaborate and improve common standards, automation, and shared DevOps practices. This strategy has been proven and is being rolled out company wide. Goals are tracked across the organization as a key metric for product cycle time delivery.  Leadership closely tracks and adjusts metrics to ensure greater alignment.",, , , ,Fully optimized SDLC Lifecycle with immutable infrastructure,DevOps Continuous Improvement," As a delivery pipeline, they have a culture of continuous improvement, self-service automation, zero downtime deployments, immutable infrastructure.","- Continuous improvement is a strategic priority within all delivery organizations. 
-  Process and best practices are documentation and promoted. _ Dedicated resources exist to support it.   
- Adoption is high and formalized across all teams.  Leadership re-examines the overall state of continuous improvement on an on-going basis.
- Company strategy dictates that all relevant employees have goals and are incentivized to collaborate and improve common standards, automation, and shared DevOps practices. 
- This strategy has been proven and is being rolled out company wide. 
- Goals are tracked across the organization as a key metric for product cycle time delivery. 
- Leadership closely tracks and adjusts metrics to ensure greater alignment.",,,
Inno.5.5.1,Innovation,Innovation Enablement Value Chain,,"#TM
",No,Infrastructure as Code (Platform Enablement),1,Infrastructure is deployed manually with long completion lead times due to multiple hand offs between siloed infrastructure teams. Few teams use Automation Tools on an ad hoc basis. Varying tools used with limited sharing between teams.,"- Existence of multiple source code repositories, configuration management and orchestration engines. 
- Nonstandard cloud templates are being used, templates are also static and rarely portable. 
- Orchestration engines being used inconsistently across the organization. 
- Minimal use of binary repositories. 
","- Existence of multiple source code repositories, configuration management and orchestration engines. 
- Nonstandard cloud templates are being used, templates are also static and rarely portable. 
- Orchestration engines being used inconsistently across the organization. 
- Minimal use of binary repositories. 
- 10% of the organization adheres to an automation framework
",Describe your infrastructure automation framework and pipeline, , , , ,Manual IaC ,"As a cloud operation team, infrastructure is deployed manually with required lead times due to multiple hand offs between siloed infrastructure teams. A few teams are starting to use Automation Tools on an ad hoc basis. Sharing of tools needs to become norm.  "," - Existence of multiple source code repositories, configuration management and orchestration engines. 
 -  Limited standard cloud templates are being used, templates are also static .
 - Orchestration engines being used inconsistently across the organization. 
 - Minimal use of binary repositories. 
- 10% of the organization adheres to an automation framework
",,,
Inno.5.5.2,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Infrastructure as Code (Platform Enablement),2,"Standards Defined: Standards are established for core infrastructure patterns and the deployment process is clearly outlined. Most teams use basic automation routinely.  Varying tools used with some sharing between teams. Standards for Infrastructure-as-code, automation tooling and deployment are identified.","- Some apps / infrastructure deployments are leveraging pipelines that are integrated with source code and binary repos.  
- Standards around templates have emerged. 
- Automation orchestration is focused on integration with a single cloud platform.  
- Automation tools are configured to support multi region deployments. 
- Manual testing is done post deployment. 
- Majority of deployments are focused on pre-production environments. ","- Some apps / infrastructure deployments are leveraging pipelines that are integrated with source code and binary repos.  
- Standards around templates have emerged. 
- Automation orchestration is focused on integration with a single cloud platform.  
- Automation tools are configured to support multi region deployments. 
- Manual testing is done post deployment. 
- Majority of deployments are focused on pre-production environments. 
- 25% of the organization adheres to an automation framework",How are tools standardized across your hybrid cloud estate?, , , , ,Cloud IaC Standards ,"As a cloud operations team, standards need to be established for core infrastructure patterns and the deployment process  needs to be clearly outlined. Most teams need to use basic automation routinely.  Standards for Infrastructure-as-code, automation tooling and deployment need to be identified."," - Some apps / infrastructure deployments are leveraging pipelines that are integrated with source code and binary repos.  
 - Standards around templates have emerged. 
 - Automation orchestration is focused on integration with a single cloud platform.  
 - Automation tools are configured to support multi region deployments. 
 - Manual testing is done post deployment. 
 - Majority of deployments are focused on pre-production environments. 
- 25% of the organization adheres to an automation framework",,,
Inno.5.5.3,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Infrastructure as Code (Platform Enablement),3,Repeatable: Organization leverages an automation framework to deploy standardized infrastructure.    The organization has a standardized and complete set of tools and processes to cover all infrastructure needs. Tooling to support application development and deployment decided and developed. Standardized infrastructure templates developed and in use to deploy infrastructure.  ,"- Automation deployments can be deployed on-demand via a self-service portal that is integrated with automation tools. 
- Role based access is leveraged to provide secure access to shared framework portals. 
- Teams are leveraging modular pipelines that break various deployment tasks into stages. 
- Teams are regularly using automation to deploy to production environments. 
- Teams can deploy similar app / infrastructure patterns to at least two cloud platforms (CSP). Some static testing is done via automation pre deployment. ","- Automation deployments can be deployed on-demand via a self-service portal that is integrated with automation tools. 
- Role based access is leveraged to provide secure access to shared framework portals. 
- Teams are leveraging modular pipelines that break various deployment tasks into stages. 
- Teams are regularly using automation to deploy to production environments. 
- Teams can deploy similar app / infrastructure patterns to at least two cloud platforms (CSP). Some static testing is done via automation pre deployment.
- 50% of the organization adheres to an automation framework",How much of infrastructure templates developed?, , , , ,Automation Framework ,"As a cloud operations team,  the organization needs to leverage  the automation framework to deploy standardized infrastructure.    The organization needs to  standardized a complete set of tools and processes to cover all infrastructure needs.  Standardized infrastructure templates must be developed and used to deploy infrastructure.  "," - Automation deployments can be deployed on-demand via a self-service portal that is integrated with automation tools. 
 - Role based access is leveraged to provide secure access to shared framework portals. 
 - Teams are leveraging modular pipelines that break various deployment tasks into stages. 
 - Teams are regularly using automation to deploy to production environments. 
 - Teams can deploy similar app / infrastructure patterns to at least two cloud platforms (CSP). Some static testing is done via automation pre deployment.
- 50% of the organization adheres to an automation framework",,,
Inno.5.5.4,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Infrastructure as Code (Platform Enablement),4,Managed: Infrastructure can be requested and deployed via a self-service portal. Account / Subscription creation is self-service based. The organization has a comprehensive tooling framework covering infrastructure and application needs. Template repository is developed and shared by all teams.,"- Automated deployments support event-based triggers such has code commits and scheduled deployments. 
- Teams can deploy similar app / infrastructure patterns to at least three cloud platforms (CSP). 
- All deployments undergo automated static code testing pre deployment.  
- Some dynamic testing is done via automation post deployment. 
- Some teams are leveraging sophisticated pipeline usage via successful pre-prod deployment testing to chain production deployments. ","- Automated deployments support event-based triggers such has code commits and scheduled deployments. 
- Teams can deploy similar app / infrastructure patterns to at least three cloud platforms (CSP). 
- All deployments undergo automated static code testing pre deployment.  
- Some dynamic testing is done via automation post deployment. 
- Some teams are leveraging sophisticated pipeline usage via successful pre-prod deployment testing to chain production deployments. 
- 75% of the organization adheres to an automation framework",How comprehensive is your tooling framework for infrastructure?, , , , ,Self-Service IaC,"As a cloud operations team,  infrastructure can be requested and deployed via a self-service portal. Account / Subscription creation needs to be  self-service based. The organization needs comprehensive tooling framework covering infrastructure and application needs. Template repository needs to be developed and shared by all teams."," - Automated deployments support event-based triggers such has code commits and scheduled deployments. 
 - Teams can deploy similar app / infrastructure patterns to at least three cloud platforms (CSP). 
 - All deployments undergo automated static code testing pre deployment.  
 - Some dynamic testing is done via automation post deployment. 
 - Some teams are leveraging sophisticated pipeline usage via successful pre-prod deployment testing to chain production deployments. 
- 75% of the organization adheres to an automation framework",,,
Inno.5.5.5,Innovation,Innovation Enablement Value Chain,,"#TM
",Yes,Infrastructure as Code (Platform Enablement),5,Optimized: Automation includes sophisticated guardrails that use event-based remediation of deployment violations and alerting. The organization has a comprehensive Automation Tooling Framework covering all infrastructure needs and testing needs. Template library is developed and maintained by all teams. Leadership evaluates the value provided by framework and recommends updates/changes as the needs of the business change.,"- Framework supports completely touch free automation requiring zero manual steps for > 90 of deployments.  
- Dynamic testing is supported for > 90 of all deployment components and supports real time event-based remediation. 
- Automation platform is deployed in multiple regions and supports regional failure.","- Framework supports completely touch free automation requiring zero manual steps for > 90 of deployments.  
- Dynamic testing is supported for > 90 of all deployment components and supports real time event-based remediation. 
- Automation platform is deployed in multiple regions and supports regional failure.
- ~100% of the organization adheres to an automation framework with very limited",, , , , ,Infrastructure Automation Framework at Scale,"As a cloud operations team, automation needs to include  sophisticated guardrails that use event-based remediation of deployment violations and alerting. The organization needs a comprehensive Automation Tooling Framework covering all infrastructure needs and testing needs.  A template library needs to be developed and maintained by all teams. Leadership needs to evaluate  the value provided by framework and recommend updates/changes as the needs of the business change."," - Framework supports completely touch free automation requiring zero manual steps for > 90% of deployments.  
 - Dynamic testing is supported for > 90% of all deployment components and supports real time event-based remediation. 
- Automation platform is deployed in multiple regions and supports regional failure.
- ~100% of the organization adheres to an automation framework with very limited",,,
Inno.6.3.1,Innovation,People and Structure,,"#TM
",No,Dedicated Time/Sprint for Innovation,1,There are occasionally specific times set aside for innovation activities for certain employees.,- Dedicated employee time,- Occasional pockets of specific times set aside for innovation activities,How do you set time aside for innovation?, , , ,"Employees should not have to ""go rogue"" to participate in innovation activities - there should be set time on the clock for these",Occasional Innovation Time,"As an entrepreneurial program, occasionally set time aside for innovation activities for some employees.","- Occasional pockets of specific times set aside for innovation activities
- Policy that allows employees to set aside dedicated time for innovation activities on manager/leader approval (ad hoc fashion) has been implemented ",,,
Inno.6.3.2,Innovation,People and Structure,,"#TM
",No,Dedicated Time/Sprint for Innovation,2,There is regularly time set aside for innovation activities for certain employees.,- Dedicated employee time,- Regular time set aside for innovation activities,, , , ,,Innovation Time Available,"As an entrepreneurial program, regularly set time aside for innovation activities for some employees.",- Regular time set aside for innovation activities,,,
Inno.6.3.3,Innovation,People and Structure,,"#TM
",No,Dedicated Time/Sprint for Innovation,3,"There is a regular cadence in place for setting time aside for innovation activities, and most employees are able to participate.",- Dedicated employee time,"- Most employees are able to participate in innovation activities
- Regular time/cadence set aside for employees to focus on innovation",Is there a regular cadence for innovation time such as leveraging the SAFe innovation sprint?, , , ,,Regular Cadence for Innovation Activities,"As an entrepreneurial program, establish a regular cadence for setting aside innovation time. Ensure most employees are able to participate.","- Most employees are able to participate in innovation activities
- Regular time/cadence set aside for employees to focus on innovation",,,
Inno.6.3.4,Innovation,People and Structure,,"#TM
",No,Dedicated Time/Sprint for Innovation,4,Majority of employees are aware of the innovation sprint cadence and are actively incentivized to take part. There are some employees in the organization who mainly focus on innovation.,"- Employee awareness tracking
- Dedicated employee time
- Innovation-specific jobs (focus of employee)
- Innovation-related incentives","- Organization is tracking awareness of employees for dedicated time and innovation activities
- Some employees are focused mainly on innovation-related activities
- Incentives for participating in innovation-specific blocks of time",, , , ,,Innovation-Specific Employees,"As an entrepreneurial program, make the majority of employees aware of the innovation sprint cadence and incentivize them to take part.","- Organization is tracking awareness of employees for dedicated time and innovation activities
- Some employees are focused mainly on innovation-related activities
- Incentives for participating in innovation-specific blocks of time
- Tracking system to understand how employees are spending time and be able to apply innovation-related incentives has been implemented ",,,
Inno.6.3.5,Innovation,People and Structure,,"#TM
",No,Dedicated Time/Sprint for Innovation,5,Setting time aside for innovation is an executive priority; there are certain groups in the organization who focus full-time on innovation and majority of employees regularly take part in widespread innovation activities on a regular cadence.,"- Employee awareness tracking
- Dedicated employee time
- Innovation-specific jobs (focus of employee)","- There is a group of employees focused solely on innovation-related activities
- Executives regard dedicated time for innovation to be a priority
- Majority of employees participate in innovation activities on a regular cadence",, , , ,,Innovation Time is an Executive Priority,"As an entrepreneurial program, establish dedicated innovation time as an executive priority. Ensure there are entire groups within the organization with a full-time innovation focus.","- There is a group of employees focused solely on innovation-related activities
- Executives regard dedicated time for innovation to be a priority
- Majority of employees participate in innovation activities on a regular cadence",,,
Inno.6.1.1,Innovation,People and Structure,,"#TM
",No,Employee Structure and Hierarchy,1,A few innovation titles exist on an ad hoc basis as people pursue being an 'innovation champion'.,"- Innovation titles
- Innovation champions","- Organization has some innovation champions
- A few ad hoc innovation-related job titles exist",Have you defined 'Innovation Champions'? , , , ,"Sample breakdown of high-level domains that might be found within an organization are:
Discovery:  Director of discovery, domain leaders, opportunity generators
Incubation: CNO, New business platform leaders, New business project leaders
Acceleration: Innovation council, general managers, functional managers",Ad-Hoc Innovation Titles,"As an entrepreneurial program, implement early innovation titles on an ad-hoc basis as early ""innovation champions"" become to emerge.","- Organization has some innovation champions
- A few ad hoc innovation-related job titles exist","Book:  Beyond the Champion
Discovery-Incubation-Acceleration Framework 
http://corporateinnovation.berkeley.edu/wp-content/uploads/2014/10/Apr08_Grabbing_Lightning.pdf
https://hbr.org/2009/12/create-three-distinct-career-paths-for-innovators ",,
Inno.6.1.2,Innovation,People and Structure,,"#TM
",No,Employee Structure and Hierarchy,2,Organization sets aside defined structure of innovation-related titles spanning all levels of the organization and requirements of roles.,"- Innovation title structure
- Innovation roles & requirements","- Organization has defined an innovation title, roles, and requirements structure",Describe your roles dedicated to innovation. , , , ,,Defined Innovation Title Structure,"As an organization, set aside defined innovation titles spanning all levels of the organization.","- Organization has defined an innovation title, roles, and requirements structure",,,
Inno.6.1.3,Innovation,People and Structure,,"#TM
",No,Employee Structure and Hierarchy,3,Some lines of business entirely adopt formalized innovation-related title structure and adapt operations to align with new structure.,"- Innovation title structure
- Innovation roles & requirements",- Some lines of business are adopting standardized innovation title/roles/reqs structure,Have you adopted formal title structures for your innovation efforts? , , , ,, Formalized Innovation-Related Titles,"As an organization, ensure some lines of business entirely adopt formalized innovation-related title structure and adapt operations to align with the new structure.","- Some lines of business are adopting standardized innovation title/roles/reqs structure
- Tracking mechanisms to receive feedback based on new title roll out has been implemented ",https://www.innovationleader.com/webcasts/innovation-as-a-career-path-and-breakthrough-capabilities/1172.article,,
Inno.6.1.4,Innovation,People and Structure,,"#TM
",No,Employee Structure and Hierarchy,4,Majority of the organization leverages new innovation-related title structure and change operations to align with new structure.  Top level management still operates in traditional manner and is not fully aligned.,"- Innovation title structure
- Innovation roles & requirements","- Majority of the organization is adopting standardized innovation title/roles/reqs structure
- Top level management still operates in a traditional fashion (in regards to titles and structure)",, , , ,,Innovation-Related Title Structure,"As an organization, leverage new innovation-related title structure across the majority of the organization.","- Majority of the organization is adopting standardized innovation title/roles/reqs structure
- Top level management still operates in a traditional fashion (in regards to titles and structure)",,,
Inno.6.1.5,Innovation,People and Structure,,"#TM
",No,Employee Structure and Hierarchy,5,The entire organization leverages a single innovation-related title structure and fully embraces all changes.,"- Innovation title structure
- Innovation roles & requirements","- Entire organization leverages the single innovation title/roles/reqs structure
- New system is fully embraced across the organization",, , , ,,Centralized Innovation-Related Title Structure,"As an organization, leverage a single innovation-related title structure and fully embrace all changes.","- Entire organization leverages the single innovation title/roles/reqs structure
- New system is fully embraced across the organization",,,
